open;high;low;close;volume
18.97500038;19.02499962;18.62999916;18.73999977;9311950
19.04000092;19.20499992;18.55500031;18.64500046;11987550
18.74500084;19.12999916;18.74500084;18.98500061;4913002
19.12999916;19.12999916;18.65999985;18.81500053;6165696
18.79500008;19;18.60000038;18.98999977;6315277
18.88999939;18.88999939;18.60000038;18.88500023;6758293
18.88500023;19.07500076;18.61000061;18.63999939;8533584
18.88500023;18.88500023;18.20000076;18.44000053;6516565
18.44000053;18.72999954;18.35000038;18.58499908;6213554
18.53000069;18.54500008;18.15999985;18.28000069;6022900
18.28000069;18.63999939;18.05999947;18.60499954;6883514
18.79500008;18.88999939;18.05999947;18.16500092;7641821
18.16500092;18.5;18.05999947;18.44000053;6341627
18.27000046;18.27000046;17.92000008;18.04500008;6957834
18.04500008;18.37999916;17.99500084;18.23999977;10260543
18.23999977;18.63500023;18.02000046;18.5;6898626
18.5;18.61499977;18.16500092;18.5;4467224
18.54999924;18.73999977;18.54999924;18.73999977;5646882
18.73999977;18.81500053;18.62000084;18.81500053;7791860
18.81500053;18.99500084;18.75;18.81999969;5923057
18.81999969;18.94000053;18.64999962;18.85000038;6040577
18.85000038;18.95000076;18.47999954;18.70000076;8540227
18.70000076;18.89999962;18.63999939;18.79500008;7474722
18.79500008;18.82999992;18.62999916;18.75;6537266
18.71500015;18.98500061;18.71500015;18.80999947;6195547
18.80999947;18.85000038;18.40500069;18.5;6188342
18.5;18.69499969;18.20999908;18.34499931;8576749
18.42000008;18.83499908;18.42000008;18.70000076;5474443
18.70000076;18.84000015;18.40500069;18.64999962;5236797
18.75;18.88999939;18.59499931;18.73999977;3698346
18.70000076;18.70000076;18.20000076;18.27000046;6057088
18.27000046;18.64999962;17.87000084;18.50499916;8506736
18.62999916;18.71999931;18.17000008;18.29999924;6150483
18.49500084;18.95000076;18.42499924;18.74500084;9317415
18.74500084;18.875;18.61000061;18.71500015;7149099
18.71500015;18.92499924;18.63500023;18.76499939;4807918
18.76499939;18.98999977;18.52000046;18.84499931;12760773
18.72999954;18.85000038;18.67000008;18.75499916;4366914
18.67000008;18.84000015;18.35000038;18.47999954;4929433
18.47999954;18.60000038;18.18499947;18.34000015;45473232
18.25;18.48500061;18.18499947;18.375;5775687
18.38500023;18.64999962;18.38500023;18.42000008;5851519
18.63999939;18.79999924;18.52000046;18.68000031;5273551
18.68000031;18.79999924;18.52499962;18.69499969;54956636
18.69499969;18.97999954;18.68000031;18.94000053;20543620
18.89999962;18.89999962;18.62999916;18.72999954;12477312
18.72999954;18.97999954;18.46999931;18.49500084;45635724
18.49500084;18.88500023;18.45000076;18.86000061;102653568
18.45499992;18.68000031;18.45499992;18.53000069;4777502
18.55999947;18.71999931;18.55999947;18.60000038;144851376
18.70000076;18.81999969;18.63999939;18.78000069;3228856
18.78000069;18.85499954;18.67000008;18.73999977;49502276
18.77499962;18.84000015;18.63999939;18.72500038;2987900
18.76000023;18.90500069;18.76000023;18.82999992;13665681
18.83499908;19.03000069;18.83499908;18.88500023;12792600
18.88500023;18.97999954;18.79999924;18.79999924;19931384
18.79999924;18.93000031;18.68000031;18.80999947;12346950
18.90999985;18.96999931;18.74500084;18.79000092;11372020
18.79999924;19.16500092;18.79999924;18.85000038;9582063
18.85000038;18.96999931;18.53499985;18.67000008;8811927
18.67000008;18.81999969;18.53499985;18.60000038;13937247
18.72999954;18.81999969;18.64500046;18.70000076;5790062
18.70000076;18.81500053;18.37999916;18.37999916;11317970
18.37999916;18.51499939;18.30500031;18.45000076;4284633
18.45000076;18.72500038;18.27000046;18.67000008;7563380
18.67000008;18.70000076;17.97999954;18.09499931;10545105
18.09499931;18.29500008;17.68499947;17.77000046;8463417
17.68000031;17.78000069;17.27499962;17.39999962;12331230
17.39999962;17.47999954;17.15500069;17.25;8822119
17.14999962;17.46500015;17.07500076;17.34000015;9278662
17.32999992;17.32999992;17.01000023;17.13500023;9716475
17.13500023;17.43000031;16.87000084;16.87000084;10002854
16.87999916;17.34000015;16.87999916;17.14500046;8978480
17.14500046;17.20000076;16.90500069;17.06999969;8934448
17.10000038;17.42000008;16.92000008;17.39999962;5918497
17.39999962;17.45000076;17.03000069;17.04999924;7808159
17.09000015;17.16500092;16.375;16.44499969;14672580
16.43000031;16.43000031;15.80500031;15.81999969;15275780
15.82999992;16.28000069;15.81999969;16.23500061;10880450
16.23500061;16.37000084;16.01499939;16.29000092;9101998
16.375;16.62000084;16.20000076;16.31999969;8510333
16.45499992;16.57999992;16.10000038;16.26000023;6789545
16.26000023;16.59499931;16.14999962;16.22999954;5208062
16.23500061;16.47999954;16.23500061;16.32999992;2834031
16.48999977;16.60499954;16.29999924;16.54999924;5105529
16.65999985;16.92499924;16.65999985;16.73999977;8238494
16.73999977;16.99500084;16.65999985;16.95999908;7488921
16.95999908;17.14999962;16.70000076;17.09000015;10441878
17.09000015;17.42499924;16.95499992;16.99500084;10108298
16.99500084;17.18000031;16.60499954;16.77499962;7035554
16.77499962;16.82999992;16.38999939;16.60000038;6946559
16.60000038;16.76000023;16.15999985;16.36000061;9649660
16.36000061;16.63500023;16.35499954;16.63500023;7683155
16.88500023;16.92000008;16.63999939;16.84000015;5519167
16.84000015;17.09000015;16.76000023;17.04000092;7928997
17.04000092;17.23500061;16.83499908;17.14999962;5986828
17.14999962;17.23500061;16.97500038;17.15999985;8067518
17.01000023;17.74500084;17;17.67499924;10721519
17.67499924;17.94000053;17.625;17.88999939;7166508
17.88999939;17.95999908;17.55500031;17.73999977;5921115
